,Idx,power,voltage
1562486848,866131033542636,0,225
1562486848,866873020621168,0,226
1562486908,866131033542636,0,225
1562486908,866873020621168,0,226
1562486968,866131033542636,0,225
1562486968,866873020621168,0,226
1562487028,866131033542636,0,226
1562487028,866873020621168,0,227
1562487088,866131033542636,0,226
1562487088,866873020621168,0,227
1562487148,866131033542636,0,226
1562487148,866873020621168,0,227
1562487208,866131033542636,0,226
1562487208,866873020621168,0,227
1562487268,866131033542636,0,226
1562487268,866873020621168,0,227
1562487328,866131033542636,0,226
1562487328,866873020621168,0,227
1562487388,866131033542636,0,226
1562487388,866873020621168,0,227
1562487448,866131033542636,0,226
1562487448,866873020621168,0,227
1562487508,866131033542636,0,226
1562487508,866873020621168,0,227
1562487568,866131033542636,0,226
1562487568,866873020621168,0,227
1562487629,866131033542636,0,226
1562487629,866873020621168,0,227
1562487689,866131033542636,0,226
1562487689,866873020621168,0,227
1562487749,866131033542636,0,226
1562487749,866873020621168,0,227
1562487809,866131033542636,0,226
1562487809,866873020621168,0,227
1562487869,866131033542636,0,226
1562487869,866873020621168,0,227
1562487929,866131033542636,0,226
1562487929,866873020621168,0,227
1562487989,866131033542636,0,226
1562487989,866873020621168,0,227
1562488049,866131033542636,0,226
1562488049,866873020621168,0,227
1562488109,866131033542636,0,226
1562488109,866873020621168,0,227
1562488169,866131033542636,0,226
1562488169,866873020621168,0,227
1562488229,866131033542636,0,226
1562488229,866873020621168,0,227
1562488289,866131033542636,0,225
1562488289,866873020621168,0,226
1562488349,866131033542636,0,225
1562488349,866873020621168,0,226
1562488409,866131033542636,0,225
1562488409,866873020621168,0,226
1562488469,866131033542636,0,225
1562488469,866873020621168,0,226
1562488529,866131033542636,0,225
1562488529,866873020621168,0,226
1562488589,866131033542636,0,225
1562488589,866873020621168,0,226
1562488649,866131033542636,0,226
1562488649,866873020621168,0,226
1562488709,866131033542636,0,226
1562488709,866873020621168,0,226
1562488769,866131033542636,0,225
1562488769,866873020621168,0,226
1562488829,866131033542636,0,225
1562488829,866873020621168,0,226
1562488889,866131033542636,0,225
1562488889,866873020621168,0,226
1562488949,866131033542636,0,225
1562488949,866873020621168,0,226
1562489009,866131033542636,0,225
1562489009,866873020621168,0,226
1562489069,866131033542636,0,225
1562489069,866873020621168,0,226
1562489129,866131033542636,0,225
1562489129,866873020621168,0,226
1562489189,866131033542636,0,226
1562489189,866873020621168,0,226
1562489249,866131033542636,0,225
1562489249,866873020621168,0,226
1562489309,866131033542636,0,226
1562489309,866873020621168,0,226
1562489369,866131033542636,0,225
1562489369,866873020621168,0,226
1562489429,866131033542636,0,225
1562489429,866873020621168,0,226
1562489489,866131033542636,0,225
1562489489,866873020621168,0,226
1562489549,866131033542636,0,225
1562489549,866873020621168,0,226
1562489609,866131033542636,0,226
1562489609,866873020621168,0,226
1562489669,866131033542636,0,226
1562489669,866873020621168,0,226
1562489729,866131033542636,0,226
1562489729,866873020621168,0,226
1562489789,866131033542636,0,225
1562489789,866873020621168,0,226
1562489849,866131033542636,0,225
1562489849,866873020621168,0,226
1562489909,866131033542636,0,225
1562489909,866873020621168,0,226
1562489969,866131033542636,0,225
1562489969,866873020621168,0,226
1562490029,866131033542636,0,226
1562490029,866873020621168,0,227
1562490089,866131033542636,0,226
1562490089,866873020621168,0,227
1562490149,866131033542636,0,226
1562490149,866873020621168,0,227
1562490209,866131033542636,0,226
1562490209,866873020621168,0,227
1562490269,866131033542636,0,226
1562490269,866873020621168,0,227
1562490329,866131033542636,0,226
1562490329,866873020621168,0,227
1562490389,866131033542636,0,226
1562490389,866873020621168,0,227
1562490449,866131033542636,0,226
1562490449,866873020621168,0,227
1562490509,866131033542636,0,226
1562490509,866873020621168,0,227
1562490569,866131033542636,0,226
1562490569,866873020621168,0,227
1562490629,866131033542636,0,226
1562490629,866873020621168,0,227
1562490689,866131033542636,0,226
1562490689,866873020621168,0,227
1562490749,866131033542636,0,226
1562490749,866873020621168,0,227
1562490809,866131033542636,0,226
1562490809,866873020621168,0,227
1562490869,866131033542636,0,225
1562490869,866873020621168,0,226
1562490929,866131033542636,0,225
1562490929,866873020621168,0,226
1562490989,866131033542636,0,225
1562490989,866873020621168,0,226
1562491049,866131033542636,0,225
1562491049,866873020621168,0,226
1562491109,866131033542636,0,225
1562491109,866873020621168,0,226
1562491169,866131033542636,0,225
1562491169,866873020621168,0,226
1562491230,866131033542636,0,225
1562491230,866873020621168,0,226
1562491290,866131033542636,0,225
1562491290,866873020621168,0,226
1562491350,866131033542636,0,225
1562491350,866873020621168,0,226
1562491410,866131033542636,0,225
1562491410,866873020621168,0,226
1562491470,866131033542636,0,225
1562491470,866873020621168,0,226
1562491530,866131033542636,0,225
1562491530,866873020621168,0,226
1562491590,866131033542636,0,225
1562491590,866873020621168,0,226
1562491650,866131033542636,0,225
1562491650,866873020621168,0,226
1562491710,866131033542636,0,225
1562491710,866873020621168,0,226
1562491770,866131033542636,0,225
1562491770,866873020621168,0,226
1562491830,866131033542636,0,225
1562491830,866873020621168,0,226
1562491890,866131033542636,0,225
1562491890,866873020621168,0,226
1562491950,866131033542636,0,225
1562491950,866873020621168,0,226
1562492010,866131033542636,0,225
1562492010,866873020621168,0,226
1562492070,866131033542636,0,225
1562492070,866873020621168,0,226
1562492130,866131033542636,0,225
1562492131,866873020621168,0,226
1562492190,866131033542636,0,226
1562492191,866873020621168,0,226
1562492250,866131033542636,0,226
1562492251,866873020621168,0,227
1562492310,866131033542636,0,226
1562492311,866873020621168,0,227
1562492370,866131033542636,0,226
1562492371,866873020621168,0,227
1562492430,866131033542636,0,226
1562492431,866873020621168,0,227
1562492490,866131033542636,0,226
1562492491,866873020621168,0,227
1562492550,866131033542636,0,226
1562492551,866873020621168,0,227
1562492610,866131033542636,0,226
1562492611,866873020621168,0,227
1562492670,866131033542636,0,226
1562492671,866873020621168,0,227
1562492730,866131033542636,0,226
1562492731,866873020621168,0,227
1562492790,866131033542636,0,226
1562492791,866873020621168,0,227
1562492850,866131033542636,0,226
1562492851,866873020621168,0,227
1562492910,866131033542636,0,226
1562492911,866873020621168,0,227
1562492970,866131033542636,0,226
1562492971,866873020621168,0,227
1562493030,866131033542636,0,226
1562493031,866873020621168,0,227
1562493090,866131033542636,0,225
1562493091,866873020621168,0,226
1562493150,866131033542636,0,225
1562493151,866873020621168,0,226
1562493210,866131033542636,0,225
1562493211,866873020621168,0,226
1562493270,866131033542636,0,225
1562493271,866873020621168,0,226
1562493330,866131033542636,0,225
1562493331,866873020621168,0,226
1562493390,866131033542636,0,225
1562493391,866873020621168,0,226
1562493450,866131033542636,0,225
1562493451,866873020621168,0,226
1562493510,866131033542636,0,225
1562493511,866873020621168,0,226
1562493570,866131033542636,0,225
1562493571,866873020621168,0,226
1562493630,866131033542636,0,225
1562493631,866873020621168,0,226
1562493690,866131033542636,0,225
1562493691,866873020621168,0,226
1562493750,866131033542636,0,225
1562493751,866873020621168,0,226
1562493810,866131033542636,0,225
1562493811,866873020621168,0,226
1562493870,866131033542636,0,225
1562493871,866873020621168,0,226
1562493930,866131033542636,0,225
1562493931,866873020621168,0,226
1562493990,866131033542636,0,225
1562493991,866873020621168,0,226
1562494050,866131033542636,0,225
1562494051,866873020621168,0,226
1562494110,866131033542636,0,225
1562494111,866873020621168,0,226
1562494170,866131033542636,0,225
1562494171,866873020621168,0,226
1562494230,866131033542636,0,225
1562494231,866873020621168,0,225
1562494290,866131033542636,0,225
1562494291,866873020621168,0,226
1562494350,866131033542636,0,225
1562494351,866873020621168,0,226
1562494410,866131033542636,0,226
1562494411,866873020621168,0,227
1562494470,866131033542636,0,226
1562494471,866873020621168,0,227
1562494530,866131033542636,0,226
1562494531,866873020621168,0,227
1562494590,866131033542636,0,226
1562494591,866873020621168,0,227
1562494650,866131033542636,0,226
1562494651,866873020621168,0,227
1562494710,866131033542636,0,226
1562494711,866873020621168,0,227
1562494770,866131033542636,0,226
1562494771,866873020621168,0,227
1562494831,866131033542636,0,226
1562494891,866131033542636,0,226
1562494906,866873020621168,0,0
1562494951,866131033542636,0,226
1562494966,866873020621168,0,224
1562495011,866131033542636,0,226
1562495026,866873020621168,0,227
1562495071,866131033542636,0,226
1562495086,866873020621168,0,227
1562495131,866131033542636,0,226
1562495146,866873020621168,0,227
1562495191,866131033542636,0,226
1562495206,866873020621168,0,226
1562495251,866131033542636,0,225
1562495266,866873020621168,0,226
1562495311,866131033542636,0,225
1562495326,866873020621168,0,226
1562495371,866131033542636,0,225
1562495386,866873020621168,0,226
1562495431,866131033542636,0,225
1562495446,866873020621168,0,226
1562495491,866131033542636,0,225
1562495506,866873020621168,0,226
1562495551,866131033542636,0,225
1562495566,866873020621168,0,226
1562495611,866131033542636,0,225
1562495626,866873020621168,0,226
1562495671,866131033542636,0,225
1562495686,866873020621168,0,226
1562495731,866131033542636,0,225
1562495746,866873020621168,0,226
1562495791,866131033542636,0,225
1562495806,866873020621168,0,226
1562495851,866131033542636,0,225
1562495866,866873020621168,0,226
1562495911,866131033542636,0,225
1562495926,866873020621168,0,226
1562495971,866131033542636,0,225
1562495986,866873020621168,0,226
1562496031,866131033542636,0,225
1562496046,866873020621168,0,226
1562496091,866131033542636,0,225
1562496106,866873020621168,0,226
1562496151,866131033542636,0,225
1562496166,866873020621168,0,226
1562496211,866131033542636,0,225
1562496226,866873020621168,0,226
1562496271,866131033542636,0,225
1562496286,866873020621168,0,226
1562496331,866131033542636,0,225
1562496347,866873020621168,0,226
1562496391,866131033542636,0,225
1562496407,866873020621168,0,226
1562496451,866131033542636,0,225
1562496467,866873020621168,0,226
1562496511,866131033542636,0,225
1562496527,866873020621168,0,226
1562496571,866131033542636,0,225
1562496587,866873020621168,0,226
1562496631,866131033542636,0,226
1562496647,866873020621168,0,227
1562496691,866131033542636,0,226
1562496707,866873020621168,0,227
1562496751,866131033542636,0,226
1562496767,866873020621168,0,227
1562496811,866131033542636,0,226
1562496827,866873020621168,0,227
1562496871,866131033542636,0,226
1562496887,866873020621168,0,227
1562496931,866131033542636,0,226
1562496947,866873020621168,0,227
1562496991,866131033542636,0,226
1562497007,866873020621168,0,227
1562497051,866131033542636,0,226
1562497067,866873020621168,0,227
1562497111,866131033542636,0,226
1562497127,866873020621168,0,227
1562497171,866131033542636,0,226
1562497187,866873020621168,0,227
1562497231,866131033542636,0,226
1562497247,866873020621168,0,227
1562497291,866131033542636,0,226
1562497307,866873020621168,0,227
1562497351,866131033542636,0,226
1562497367,866873020621168,0,227
1562497411,866131033542636,0,226
1562497427,866873020621168,0,226
1562497471,866131033542636,0,225
1562497487,866873020621168,0,226
1562497531,866131033542636,0,226
1562497547,866873020621168,0,226
1562497591,866131033542636,0,225
1562497607,866873020621168,0,226
1562497651,866131033542636,0,225
1562497667,866873020621168,0,226
1562497711,866131033542636,0,225
1562497727,866873020621168,0,226
1562497771,866131033542636,0,225
1562497787,866873020621168,0,226
1562497831,866131033542636,0,225
1562497847,866873020621168,0,226
1562497891,866131033542636,0,225
1562497907,866873020621168,0,226
1562497951,866131033542636,0,225
1562497967,866873020621168,0,226
1562498011,866131033542636,0,225
1562498027,866873020621168,0,226
1562498071,866131033542636,0,225
1562498087,866873020621168,0,226
1562498131,866131033542636,0,225
1562498147,866873020621168,0,226
1562498191,866131033542636,0,225
1562498207,866873020621168,0,226
1562498251,866131033542636,0,225
1562498267,866873020621168,0,226
1562498311,866131033542636,0,225
1562498327,866873020621168,0,226
1562498371,866131033542636,0,225
1562498387,866873020621168,0,226
1562498432,866131033542636,0,225
1562498447,866873020621168,0,226
1562498492,866131033542636,0,225
1562498508,866873020621168,0,226
1562498552,866131033542636,0,225
1562498568,866873020621168,0,226
1562498612,866131033542636,0,225
1562498628,866873020621168,0,226
1562498672,866131033542636,0,225
1562498688,866873020621168,0,226
1562498733,866131033542636,0,225
1562498748,866873020621168,0,226
1562498793,866131033542636,0,225
1562498808,866873020621168,0,226
1562498853,866131033542636,0,226
1562498868,866873020621168,0,227
1562498913,866131033542636,0,226
1562498928,866873020621168,0,227
1562498973,866131033542636,0,226
1562498988,866873020621168,0,226
1562499033,866131033542636,0,226
1562499048,866873020621168,0,227
1562499093,866131033542636,0,226
1562499108,866873020621168,0,227
1562499153,866131033542636,0,226
1562499168,866873020621168,0,227
1562499213,866131033542636,0,226
1562499228,866873020621168,0,227
1562499273,866131033542636,0,226
1562499288,866873020621168,0,227
1562499333,866131033542636,0,226
1562499348,866873020621168,0,226
1562499393,866131033542636,0,225
1562499408,866873020621168,0,226
1562499453,866131033542636,0,225
1562499468,866873020621168,0,226
1562499513,866131033542636,0,225
1562499528,866873020621168,0,226
1562499573,866131033542636,0,226
1562499588,866873020621168,0,227
1562499633,866131033542636,0,226
1562499648,866873020621168,0,226
1562499693,866131033542636,0,225
1562499708,866873020621168,0,225
1562499753,866131033542636,0,224
1562499768,866873020621168,0,225
1562499813,866131033542636,0,224
1562499828,866873020621168,0,226
1562499873,866131033542636,0,224
1562499888,866873020621168,0,226
1562499933,866131033542636,0,224
1562499948,866873020621168,0,225
1562499993,866131033542636,0,224
1562500008,866873020621168,0,225
1562500053,866131033542636,0,225
1562500068,866873020621168,0,225
1562500113,866131033542636,0,224
1562500128,866873020621168,0,225
1562500173,866131033542636,0,224
1562500188,866873020621168,0,225
1562500233,866131033542636,0,224
1562500248,866873020621168,0,226
1562500293,866131033542636,0,224
1562500308,866873020621168,0,225
1562500353,866131033542636,0,224
1562500368,866873020621168,0,225
1562500413,866131033542636,0,224
1562500428,866873020621168,0,225
1562500473,866131033542636,0,224
1562500488,866873020621168,0,226
1562500533,866131033542636,0,224
1562500548,866873020621168,0,225
1562500593,866131033542636,0,224
1562500608,866873020621168,0,225
1562500653,866131033542636,0,224
1562500668,866873020621168,0,225
1562500713,866131033542636,0,224
1562500728,866873020621168,0,225
1562500773,866131033542636,0,224
1562500788,866873020621168,0,225
1562500833,866131033542636,0,224
1562500848,866873020621168,0,225
1562500893,866131033542636,0,224
1562500908,866873020621168,0,225
1562500953,866131033542636,0,224
1562500968,866873020621168,0,225
1562501013,866131033542636,0,224
1562501028,866873020621168,0,225
1562501073,866131033542636,0,225
1562501088,866873020621168,0,226
1562501133,866131033542636,0,225
1562501148,866873020621168,0,226
1562501193,866131033542636,0,225
1562501208,866873020621168,0,227
1562501253,866131033542636,0,227
1562501268,866873020621168,0,228
1562501313,866131033542636,0,225
1562501328,866873020621168,0,226
1562501373,866131033542636,0,225
1562501388,866873020621168,0,226
1562501433,866131033542636,0,225
1562501448,866873020621168,0,226
1562501493,866131033542636,0,225
1562501508,866873020621168,0,226
1562501553,866131033542636,0,225
1562501568,866873020621168,0,226
1562501613,866131033542636,0,225
1562501628,866873020621168,0,226
1562501673,866131033542636,0,225
1562501688,866873020621168,0,226
1562501733,866131033542636,0,225
1562501748,866873020621168,0,226
1562501793,866131033542636,0,225
1562501808,866873020621168,0,226
1562501853,866131033542636,0,225
1562501868,866873020621168,0,226
1562501913,866131033542636,0,224
1562501928,866873020621168,0,226
1562501973,866131033542636,0,224
1562501988,866873020621168,0,226
1562502034,866131033542636,0,224
1562502048,866873020621168,0,226
1562502094,866131033542636,0,225
1562502109,866873020621168,0,226
1562502154,866131033542636,0,225
1562502169,866873020621168,0,226
1562502214,866131033542636,0,225
1562502229,866873020621168,0,226
1562502274,866131033542636,0,224
1562502289,866873020621168,0,226
1562502334,866131033542636,0,224
1562502349,866873020621168,0,226
1562502394,866131033542636,0,224
1562502409,866873020621168,0,226
1562502454,866131033542636,0,224
1562502469,866873020621168,0,226
1562502514,866131033542636,0,224
1562502529,866873020621168,0,226
1562502574,866131033542636,0,224
1562502589,866873020621168,0,226
1562502634,866131033542636,0,224
1562502649,866873020621168,0,226
1562502694,866131033542636,0,224
1562502709,866873020621168,0,226
1562502754,866131033542636,0,224
1562502769,866873020621168,0,226
1562502814,866131033542636,0,224
1562502829,866873020621168,0,226
1562502874,866131033542636,0,224
1562502889,866873020621168,0,226
1562502934,866131033542636,0,224
1562502949,866873020621168,0,226
1562502994,866131033542636,0,224
1562503009,866873020621168,0,226
1562503054,866131033542636,0,224
1562503069,866873020621168,0,226
1562503114,866131033542636,0,224
1562503129,866873020621168,0,225
1562503174,866131033542636,0,224
1562503189,866873020621168,0,225
1562503234,866131033542636,0,224
1562503249,866873020621168,0,225
1562503294,866131033542636,0,224
1562503309,866873020621168,0,226
1562503354,866131033542636,0,224
1562503369,866873020621168,0,226
1562503414,866131033542636,0,224
1562503429,866873020621168,0,226
1562503474,866131033542636,0,224
1562503489,866873020621168,0,226
1562503534,866131033542636,0,224
1562503549,866873020621168,0,225
1562503594,866131033542636,0,224
1562503609,866873020621168,0,225
1562503654,866131033542636,0,224
1562503669,866873020621168,0,226
1562503714,866131033542636,0,224
1562503729,866873020621168,0,226
1562503774,866131033542636,0,224
1562503789,866873020621168,0,226
1562503834,866131033542636,0,224
1562503849,866873020621168,0,226
1562503894,866131033542636,0,224
1562503909,866873020621168,0,226
1562503954,866131033542636,0,224
1562503969,866873020621168,0,226
1562504014,866131033542636,0,224
1562504029,866873020621168,0,226
1562504074,866131033542636,0,224
1562504089,866873020621168,0,226
1562504134,866131033542636,0,224
1562504149,866873020621168,0,226
1562504194,866131033542636,0,224
1562504209,866873020621168,0,226
1562504254,866131033542636,0,224
1562504269,866873020621168,0,225
1562504314,866131033542636,0,224
1562504329,866873020621168,0,226
1562504374,866131033542636,0,224
1562504389,866873020621168,0,225
1562504434,866131033542636,0,224
1562504449,866873020621168,0,225
1562504494,866131033542636,0,224
1562504509,866873020621168,0,225
1562504554,866131033542636,0,224
1562504569,866873020621168,0,225
1562504614,866131033542636,0,224
1562504629,866873020621168,0,225
1562504674,866131033542636,0,224
1562504689,866873020621168,0,225
1562504734,866131033542636,0,224
1562504749,866873020621168,0,225
1562504794,866131033542636,0,224
1562504809,866873020621168,0,225
1562504854,866131033542636,0,224
1562504869,866873020621168,0,225
1562504914,866131033542636,0,224
1562504929,866873020621168,0,225
1562504974,866131033542636,0,224
1562504989,866873020621168,0,225
1562505034,866131033542636,0,224
1562505049,866873020621168,0,225
1562505094,866131033542636,0,224
1562505109,866873020621168,0,225
1562505154,866131033542636,0,224
1562505169,866873020621168,0,225
1562505214,866131033542636,0,224
1562505229,866873020621168,0,225
1562505274,866131033542636,0,224
1562505289,866873020621168,0,225
1562505334,866131033542636,0,224
1562505349,866873020621168,0,225
1562505394,866131033542636,0,224
1562505409,866873020621168,0,225
1562505454,866131033542636,0,224
1562505469,866873020621168,0,225
1562505514,866131033542636,0,224
1562505529,866873020621168,0,226
1562505574,866131033542636,0,224
1562505589,866873020621168,0,225
1562505635,866131033542636,0,224
1562505649,866873020621168,0,225
1562505695,866131033542636,0,224
1562505710,866873020621168,0,225
1562505755,866131033542636,0,224
1562505770,866873020621168,0,225
1562505815,866131033542636,0,224
1562505830,866873020621168,0,225
1562505875,866131033542636,0,224
1562505890,866873020621168,0,225
1562505935,866131033542636,0,224
1562505950,866873020621168,0,225
1562505995,866131033542636,0,224
1562506010,866873020621168,0,225
1562506055,866131033542636,0,224
1562506070,866873020621168,0,225
1562506115,866131033542636,0,224
1562506130,866873020621168,0,225
1562506175,866131033542636,0,224
1562506190,866873020621168,0,225
1562506235,866131033542636,0,224
1562506250,866873020621168,0,225
1562506295,866131033542636,0,224
1562506355,866131033542636,0,224
1562506370,866873020621168,0,0
1562506415,866131033542636,0,224
1562506430,866873020621168,0,223
1562506475,866131033542636,0,224
1562506490,866873020621168,0,225
1562506535,866131033542636,0,224
1562506550,866873020621168,0,225
1562506595,866131033542636,0,224
1562506610,866873020621168,0,225
1562506655,866131033542636,0,224
1562506670,866873020621168,0,225
1562506715,866131033542636,0,224
1562506730,866873020621168,0,225
1562506775,866131033542636,0,224
1562506790,866873020621168,0,226
1562506835,866131033542636,0,224
1562506850,866873020621168,0,225
1562506895,866131033542636,0,224
1562506910,866873020621168,0,225
1562506955,866131033542636,0,224
1562506970,866873020621168,0,225
1562507015,866131033542636,0,224
1562507030,866873020621168,0,225
1562507075,866131033542636,0,224
1562507090,866873020621168,0,225
1562507135,866131033542636,0,224
1562507150,866873020621168,0,225
1562507195,866131033542636,0,224
1562507210,866873020621168,0,225
1562507255,866131033542636,0,224
1562507270,866873020621168,0,225
1562507315,866131033542636,0,224
1562507330,866873020621168,0,225
1562507375,866131033542636,0,224
1562507390,866873020621168,0,225
1562507435,866131033542636,0,224
1562507450,866873020621168,0,225
1562507495,866131033542636,0,224
1562507510,866873020621168,0,225
1562507555,866131033542636,0,224
1562507570,866873020621168,0,225
1562507615,866131033542636,0,224
1562507630,866873020621168,0,225
1562507675,866131033542636,0,224
1562507690,866873020621168,0,225
1562507735,866131033542636,0,224
1562507750,866873020621168,0,225
1562507795,866131033542636,0,224
1562507810,866873020621168,0,225
1562507855,866131033542636,0,224
1562507870,866873020621168,0,225
1562507915,866131033542636,0,224
1562507930,866873020621168,0,225
1562507975,866131033542636,0,224
1562507990,866873020621168,0,225
1562508035,866131033542636,0,224
1562508050,866873020621168,0,225
1562508095,866131033542636,0,224
1562508110,866873020621168,0,226
1562508155,866131033542636,0,226
1562508170,866873020621168,0,226
1562508215,866131033542636,0,224
1562508230,866873020621168,0,225
1562508275,866131033542636,0,224
1562508290,866873020621168,0,225
1562508335,866131033542636,0,224
1562508350,866873020621168,0,225
1562508395,866131033542636,0,224
1562508410,866873020621168,0,225
1562508455,866131033542636,0,224
1562508470,866873020621168,0,225
1562508515,866131033542636,0,224
1562508530,866873020621168,0,225
1562508575,866131033542636,0,224
1562508590,866873020621168,0,225
1562508635,866131033542636,0,224
1562508650,866873020621168,0,225
1562508695,866131033542636,0,224
1562508710,866873020621168,0,225
1562508755,866131033542636,0,224
1562508770,866873020621168,0,225
1562508815,866131033542636,0,224
1562508830,866873020621168,0,225
1562508875,866131033542636,0,224
1562508890,866873020621168,0,225
1562508935,866131033542636,0,224
1562508950,866873020621168,0,225
1562508995,866131033542636,0,224
1562509010,866873020621168,0,225
1562509055,866131033542636,0,224
1562509070,866873020621168,0,225
1562509115,866131033542636,0,224
1562509130,866873020621168,0,225
1562509175,866131033542636,0,224
1562509190,866873020621168,0,225
1562509236,866131033542636,0,224
1562509250,866873020621168,0,225
1562509296,866131033542636,0,224
1562509310,866873020621168,0,225
1562509356,866131033542636,0,224
1562509370,866873020621168,0,225
1562509416,866131033542636,0,224
1562509430,866873020621168,0,225
1562509476,866131033542636,0,224
1562509490,866873020621168,0,225
1562509536,866131033542636,0,224
1562509550,866873020621168,0,225
1562509596,866131033542636,0,224
1562509610,866873020621168,0,225
1562509656,866131033542636,0,224
1562509670,866873020621168,0,225
1562509716,866131033542636,0,224
1562509730,866873020621168,0,225
1562509776,866131033542636,0,224
1562509790,866873020621168,0,225
1562509836,866131033542636,0,224
1562509850,866873020621168,0,225
1562509896,866131033542636,0,224
1562509910,866873020621168,0,225
1562509956,866131033542636,0,224
1562509971,866873020621168,0,225
1562510016,866131033542636,0,224
1562510031,866873020621168,0,225
1562510076,866131033542636,0,224
1562510091,866873020621168,0,225
1562510136,866131033542636,0,224
1562510151,866873020621168,0,225
1562510196,866131033542636,0,224
1562510211,866873020621168,0,225
1562510256,866131033542636,0,224
1562510271,866873020621168,0,225
1562510316,866131033542636,0,224
1562510331,866873020621168,0,225
1562510376,866131033542636,0,224
1562510391,866873020621168,0,225
1562510436,866131033542636,0,224
1562510451,866873020621168,0,225
1562510496,866131033542636,0,224
1562510511,866873020621168,0,225
1562510556,866131033542636,0,224
1562510571,866873020621168,0,225
1562510616,866131033542636,0,224
1562510631,866873020621168,0,225
1562510676,866131033542636,0,224
1562510691,866873020621168,0,225
1562510736,866131033542636,0,224
1562510751,866873020621168,0,225
1562510796,866131033542636,0,224
1562510811,866873020621168,0,225
1562510856,866131033542636,0,224
1562510871,866873020621168,0,225
1562510916,866131033542636,0,224
1562510931,866873020621168,0,225
1562510976,866131033542636,0,224
1562510991,866873020621168,0,225
1562511036,866131033542636,0,223
1562511051,866873020621168,0,225
1562511096,866131033542636,0,223
1562511111,866873020621168,0,225
1562511156,866131033542636,0,223
1562511171,866873020621168,0,225
1562511216,866131033542636,0,223
1562511231,866873020621168,0,225
1562511276,866131033542636,0,224
1562511291,866873020621168,0,225
1562511336,866131033542636,0,224
1562511351,866873020621168,0,225
1562511396,866131033542636,0,224
1562511411,866873020621168,0,225
1562511456,866131033542636,0,224
1562511471,866873020621168,0,225
1562511516,866131033542636,0,224
1562511531,866873020621168,0,225
1562511576,866131033542636,0,224
1562511591,866873020621168,0,225
1562511636,866131033542636,0,224
1562511651,866873020621168,0,225
1562511696,866131033542636,0,224
1562511711,866873020621168,0,225
1562511756,866131033542636,0,224
1562511771,866873020621168,0,225
1562511816,866131033542636,0,224
1562511831,866873020621168,0,225
1562511876,866131033542636,0,224
1562511891,866873020621168,0,225
1562511936,866131033542636,0,224
1562511951,866873020621168,0,225
1562511996,866131033542636,0,224
1562512011,866873020621168,0,225
1562512056,866131033542636,0,224
1562512071,866873020621168,0,225
1562512116,866131033542636,0,224
1562512131,866873020621168,0,225
1562512176,866131033542636,0,224
1562512191,866873020621168,0,225
1562512247,866131033542636,0,0
1562512251,866873020621168,0,225
1562512307,866131033542636,0,222
1562512311,866873020621168,0,225
1562512367,866131033542636,0,224
1562512371,866873020621168,0,225
1562512427,866131033542636,0,224
1562512431,866873020621168,0,225
1562512487,866131033542636,0,224
1562512491,866873020621168,0,225
1562512547,866131033542636,0,224
1562512551,866873020621168,0,225
1562512607,866131033542636,0,224
1562512611,866873020621168,0,225
1562512667,866131033542636,0,224
1562512671,866873020621168,0,225
1562512727,866131033542636,0,224
1562512731,866873020621168,0,225
1562512787,866131033542636,0,224
1562512791,866873020621168,0,225
1562512847,866131033542636,0,224
1562512851,866873020621168,0,225
1562512907,866131033542636,0,224
1562512911,866873020621168,0,225
1562512967,866131033542636,0,224
1562512971,866873020621168,0,225
1562513027,866131033542636,0,224
1562513031,866873020621168,0,225
1562513087,866131033542636,0,224
1562513091,866873020621168,0,225
1562513147,866131033542636,0,224
1562513151,866873020621168,0,225
1562513207,866131033542636,0,224
1562513211,866873020621168,0,225
1562513267,866131033542636,0,224
1562513271,866873020621168,0,225
1562513327,866131033542636,0,224
1562513331,866873020621168,0,225
1562513387,866131033542636,0,224
1562513391,866873020621168,0,225
1562513447,866131033542636,0,224
1562513451,866873020621168,0,225
1562513507,866131033542636,0,224
1562513511,866873020621168,0,225
1562513567,866131033542636,0,224
1562513572,866873020621168,0,225
1562513627,866131033542636,0,224
1562513632,866873020621168,0,225
1562513687,866131033542636,0,224
1562513692,866873020621168,0,225
1562513747,866131033542636,0,224
1562513752,866873020621168,0,225
1562513807,866131033542636,0,224
1562513812,866873020621168,0,225
1562513867,866131033542636,0,224
1562513872,866873020621168,0,225
1562513927,866131033542636,0,224
1562513932,866873020621168,0,225
1562513987,866131033542636,0,224
1562513992,866873020621168,0,225
1562514047,866131033542636,0,224
1562514052,866873020621168,0,225
1562514107,866131033542636,0,224
1562514112,866873020621168,0,225
1562514167,866131033542636,0,224
1562514172,866873020621168,0,225
1562514227,866131033542636,0,224
1562514232,866873020621168,0,225
1562514287,866131033542636,0,224
1562514292,866873020621168,0,225
1562514347,866131033542636,0,224
1562514352,866873020621168,0,226
1562514407,866131033542636,0,224
1562514412,866873020621168,0,226
1562514467,866131033542636,0,224
1562514472,866873020621168,0,226
1562514527,866131033542636,0,224
1562514532,866873020621168,0,226
1562514587,866131033542636,0,224
1562514592,866873020621168,0,226
1562514647,866131033542636,0,224
1562514652,866873020621168,0,226
1562514707,866131033542636,0,224
1562514712,866873020621168,0,226
1562514767,866131033542636,0,224
1562514772,866873020621168,0,226
1562514827,866131033542636,0,224
1562514832,866873020621168,0,226
